Column1,timestamp8601,@message,cf_app_name,level,Error Message,Exception Details,Exception Name,Misc.
10265,"June 17th 2020, 13:27:41.676","       message-data-start => Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    message-data-end =>  exception-data-start => StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) exception-data-end => ",drivers-ux,error, Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ," StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) ",StackExchange.Redis.RedisServerException,
10298,"June 17th 2020, 13:27:41.378","Error         Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient[1004]   Service Store API failed to provide details using https://servicestore-api.ausmpc.pcf.dell.com/api/carts/CYNTCS2/servicecarts?fromDate=05/18/2020 06:27:40 PM. Exception = Invalid-Status-Code NotFound=> System.Net.Http.HttpRequestException: Invalid-Status-Code NotFound    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext)    at Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient.GetDataAsync[TResponse](String uri, String cookies, CorrelationContext correlationContext)",servicestore-web,error,         Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient[1004]   Service Store API failed to provide details using https://servicestore-api.ausmpc.pcf.dell.com/api/carts/CYNTCS2/servicecarts?," Invalid-Status-Code NotFound=> System.Net.Http.HttpRequestException: Invalid-Status-Code NotFound    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext)    at Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient.GetDataAsync[TResponse](String uri, String cookies, CorrelationContext correlationContext)", System.Net.Http.HttpRequestException,
10322,"June 17th 2020, 13:27:41.148","       message-data-start => error-in-api call.EmcHttpClient  https://ssgosghop.isus.emc.com/services/online/user/lanerolle@hotmail.com?apikey=l7xxb2e7f5f940624a49829af31a0cd9f081 , customstr101=0HM04HD2U4G2M:0000032A ,  customstr102=HttpRequestException , postdata = NA  message-data-end =>  exception-data-start => System.Net.Http.HttpRequestException: Invalid-Status-Code InternalServerError ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) exception-data-end => ",SupportOnlineContactUsSliderApi,error," error-in-api call.EmcHttpClient  https://ssgosghop.isus.emc.com/services/online/user/lanerolle@hotmail.com?apikey=l7xxb2e7f5f940624a49829af31a0cd9f081 , customstr101=0HM04HD2U4G2M:0000032A ,  customstr102=HttpRequestException , postdata = NA  "," System.Net.Http.HttpRequestException: Invalid-Status-Code InternalServerError ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) ",System.Net.Http.HttpRequestException,
10346,"June 17th 2020, 13:27:41.056",      Error calling method: GetCategoryDetailsForTagIds . Ex: Timeout expired.  The timeout period elapsed prior to obtaining a connection from the pool.  This may have occurred because all pooled connections were in use and max pool size was reached.,ProductSelectorApi,error, GetCategoryDetailsForTagIds . , Timeout expired.  The timeout period elapsed prior to obtaining a connection from the pool.  This may have occurred because all pooled connections were in use and max pool size was reached., Timeout expired,
10376,"June 17th 2020, 13:27:40.760","Error         Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient[1004]   Service Store API failed to provide details using https://servicestore-api.ausmpc.pcf.dell.com/api/carts/GF3ZDB2/servicecarts?fromDate=05/18/2020 06:27:39 PM. Exception = Invalid-Status-Code NotFound=> System.Net.Http.HttpRequestException: Invalid-Status-Code NotFound    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext)    at Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient.GetDataAsync[TResponse](String uri, String cookies, CorrelationContext correlationContext)",servicestore-web,error,         Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient[1004]   Service Store API failed to provide details using https://servicestore-api.ausmpc.pcf.dell.com/api/carts/GF3ZDB2/servicecarts?," Invalid-Status-Code NotFound=> System.Net.Http.HttpRequestException: Invalid-Status-Code NotFound    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext)    at Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient.GetDataAsync[TResponse](String uri, String cookies, CorrelationContext correlationContext)", System.Net.Http.HttpRequestException,
10442,"June 17th 2020, 13:27:40.529",      Error calling method: GetCategoryDetailsForTagIds . Ex: Timeout expired.  The timeout period elapsed prior to obtaining a connection from the pool.  This may have occurred because all pooled connections were in use and max pool size was reached.,ProductSelectorApi,error, GetCategoryDetailsForTagIds . , Timeout expired.  The timeout period elapsed prior to obtaining a connection from the pool.  This may have occurred because all pooled connections were in use and max pool size was reached., Timeout expired,
10446,"June 17th 2020, 13:27:40.435","       message-data-start => error-in-api call.EmcHttpClient  https://ssgosghop.isus.emc.com/services/online/user/gullgeorge@comcast.net?apikey=l7xxb2e7f5f940624a49829af31a0cd9f081 , customstr101=0HM04HD2U4G06:00001418 ,  customstr102=HttpRequestException , postdata = NA  message-data-end =>  exception-data-start => System.Net.Http.HttpRequestException: Invalid-Status-Code InternalServerError ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) exception-data-end => ",SupportOnlineContactUsSliderApi,error," error-in-api call.EmcHttpClient  https://ssgosghop.isus.emc.com/services/online/user/gullgeorge@comcast.net?apikey=l7xxb2e7f5f940624a49829af31a0cd9f081 , customstr101=0HM04HD2U4G06:00001418 ,  customstr102=HttpRequestException , postdata = NA  "," System.Net.Http.HttpRequestException: Invalid-Status-Code InternalServerError ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) ",System.Net.Http.HttpRequestException,
10564,"June 17th 2020, 13:27:39.611",      Error calling method: GetCategoryDetailsForTagIds . Ex: Timeout expired.  The timeout period elapsed prior to obtaining a connection from the pool.  This may have occurred because all pooled connections were in use and max pool size was reached.,ProductSelectorApi,error, GetCategoryDetailsForTagIds . , Timeout expired.  The timeout period elapsed prior to obtaining a connection from the pool.  This may have occurred because all pooled connections were in use and max pool size was reached., Timeout expired,
10579,"June 17th 2020, 13:27:39.323","       message-data-start => Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    message-data-end =>  exception-data-start => StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) exception-data-end => ",drivers-ux,error, Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ," StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) ",StackExchange.Redis.RedisServerException,
10592,"June 17th 2020, 13:27:39.097","       message-data-start => Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    message-data-end =>  exception-data-start => StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) exception-data-end => ",drivers-ux,error, Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ," StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) ",StackExchange.Redis.RedisServerException,
10594,"June 17th 2020, 13:27:39.096","       message-data-start => Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    message-data-end =>  exception-data-start => StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) exception-data-end => ",drivers-ux,error, Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ," StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) ",StackExchange.Redis.RedisServerException,
10629,"June 17th 2020, 13:27:38.818","Error         Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient[1004]   Service Store API failed to provide details using https://servicestore-api.ausmpc.pcf.dell.com/api/carts/FQ8B2H2/servicecarts?fromDate=05/18/2020 06:27:36 PM. Exception = Invalid-Status-Code NotFound=> System.Net.Http.HttpRequestException: Invalid-Status-Code NotFound    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext)    at Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient.GetDataAsync[TResponse](String uri, String cookies, CorrelationContext correlationContext)",servicestore-web,error,         Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient[1004]   Service Store API failed to provide details using https://servicestore-api.ausmpc.pcf.dell.com/api/carts/FQ8B2H2/servicecarts?," Invalid-Status-Code NotFound=> System.Net.Http.HttpRequestException: Invalid-Status-Code NotFound    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext)    at Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient.GetDataAsync[TResponse](String uri, String cookies, CorrelationContext correlationContext)", System.Net.Http.HttpRequestException,
10630,"June 17th 2020, 13:27:38.817","Error         Dell.SupportOnline.ServiceStore.Core.Services.ServiceStoreApiClient[0]       message-data-start => error-in-api call.ServiceStoreApiClient  https://servicestore-api.ausmpc.pcf.dell.com/api/carts/FQ8B2H2/servicecarts?fromDate=05/18/2020 06:27:36 PM . customstr101=064b8237-175a-45ce-4b90-f0b60ce9b92e . message-data-end =>  exception-data-start => System.Net.Http.HttpRequestException: Invalid-Status-Code NotFound ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) exception-data-end => ",servicestore-web,error, error-in-api call.ServiceStoreApiClient  https://servicestore-api.ausmpc.pcf.dell.com/api/carts/FQ8B2H2/servicecarts?fromDate=05/18/2020 06:27:36 PM . customstr101=064b8237-175a-45ce-4b90-f0b60ce9b92e . ," System.Net.Http.HttpRequestException: Invalid-Status-Code NotFound ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) ",System.Net.Http.HttpRequestException,
10650,"June 17th 2020, 13:27:38.773","       message-data-start => Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    message-data-end =>  exception-data-start => StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) exception-data-end => ",drivers-ux,error, Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ," StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) ",StackExchange.Redis.RedisServerException,
10713,"June 17th 2020, 13:27:37.867","       message-data-start => Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    message-data-end =>  exception-data-start => StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) exception-data-end => ",drivers-ux,error, Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ," StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) ",StackExchange.Redis.RedisServerException,
10768,"June 17th 2020, 13:27:37.612","       message-data-start => error-in-api call.SsgosghopHttpClient  https://dvs-api-gateway-int-prd.cfcp.isus.emc.com/dvs/air/accountcheck/ti.usb@adventistas.org . customstr101=15df19c0-46d7-4d2a-5c3b-bf75048e5512 . message-data-end =>  exception-data-start => System.Net.Http.HttpRequestException: Invalid-Status-Code NotAcceptable ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) exception-data-end => ",support-sfdc-api,error, error-in-api call.SsgosghopHttpClient  https://dvs-api-gateway-int-prd.cfcp.isus.emc.com/dvs/air/accountcheck/ti.usb@adventistas.org . customstr101=15df19c0-46d7-4d2a-5c3b-bf75048e5512 . ," System.Net.Http.HttpRequestException: Invalid-Status-Code NotAcceptable ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) ",System.Net.Http.HttpRequestException,
10819,"June 17th 2020, 13:27:37.290",      Error calling method: GetCategoryDetailsForTagIds . Ex: Timeout expired.  The timeout period elapsed prior to obtaining a connection from the pool.  This may have occurred because all pooled connections were in use and max pool size was reached.,ProductSelectorApi,error, GetCategoryDetailsForTagIds . , Timeout expired.  The timeout period elapsed prior to obtaining a connection from the pool.  This may have occurred because all pooled connections were in use and max pool size was reached., Timeout expired,
10824,"June 17th 2020, 13:27:37.220","       message-data-start => Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    message-data-end =>  exception-data-start => StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) exception-data-end => ",drivers-ux,error, Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ," StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) ",StackExchange.Redis.RedisServerException,
11025,"June 17th 2020, 13:27:36.375","       message-data-start => Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    message-data-end =>  exception-data-start => StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) exception-data-end => ",drivers-ux,error, Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ," StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) ",StackExchange.Redis.RedisServerException,
11199,"June 17th 2020, 13:27:35.093",      Error calling method: GetCategoryDetailsForTagIds . Ex: Timeout expired.  The timeout period elapsed prior to obtaining a connection from the pool.  This may have occurred because all pooled connections were in use and max pool size was reached.,ProductSelectorApi,error, GetCategoryDetailsForTagIds . , Timeout expired.  The timeout period elapsed prior to obtaining a connection from the pool.  This may have occurred because all pooled connections were in use and max pool size was reached., Timeout expired,
11232,"June 17th 2020, 13:27:34.747","       message-data-start => error-in-api call.EmcHttpClient  https://ssgosghop.isus.emc.com/services/online/user/accounts@fullacegroup.com?apikey=l7xxb2e7f5f940624a49829af31a0cd9f081 , customstr101=0HM04HCPMO14L:0000009A ,  customstr102=HttpRequestException , postdata = NA  message-data-end =>  exception-data-start => System.Net.Http.HttpRequestException: Invalid-Status-Code InternalServerError ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) exception-data-end => ",SupportOnlineContactUsSliderApi,error," error-in-api call.EmcHttpClient  https://ssgosghop.isus.emc.com/services/online/user/accounts@fullacegroup.com?apikey=l7xxb2e7f5f940624a49829af31a0cd9f081 , customstr101=0HM04HCPMO14L:0000009A ,  customstr102=HttpRequestException , postdata = NA  "," System.Net.Http.HttpRequestException: Invalid-Status-Code InternalServerError ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) ",System.Net.Http.HttpRequestException,
11319,"June 17th 2020, 13:27:34.274","       message-data-start => error-in-api call.EmcHttpClient  https://ssgosghop.isus.emc.com/services/online/user/zwbmimi@gmail.com?apikey=l7xxb2e7f5f940624a49829af31a0cd9f081 , customstr101=0HM04HCPMO117:00001811 ,  customstr102=HttpRequestException , postdata = NA  message-data-end =>  exception-data-start => System.Net.Http.HttpRequestException: Invalid-Status-Code InternalServerError ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) exception-data-end => ",SupportOnlineContactUsSliderApi,error," error-in-api call.EmcHttpClient  https://ssgosghop.isus.emc.com/services/online/user/zwbmimi@gmail.com?apikey=l7xxb2e7f5f940624a49829af31a0cd9f081 , customstr101=0HM04HCPMO117:00001811 ,  customstr102=HttpRequestException , postdata = NA  "," System.Net.Http.HttpRequestException: Invalid-Status-Code InternalServerError ->    at Dell.SupportOnline.Common.WebClient.SupportHttpClient`1.SendDataAsJsonResultAsync[TResponse](HttpRequestMessage httpRequestMessage, IUserContext userContext) ",System.Net.Http.HttpRequestException,
11415,"June 17th 2020, 13:27:33.455","       message-data-start => Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    message-data-end =>  exception-data-start => StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) exception-data-end => ",drivers-ux,error, Redis-Connection-Error >> method: SetAsync >> cacheRegion webmetadoc >>  ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ," StackExchange.Redis.RedisServerException: ERR Error running script (call to f_19d6145c6bb04ad20392ffe92c1a0d333ed7564e): @user_script:2: @user_script: 2: -OOM command not allowed when used memory > 'maxmemory'.    ->    at Dell.SupportOnline.Cache.Redis.RedisCache.SetAsync(String key, MemoryStream value, DistributedCacheEntryOptions options, CancellationToken token) ->    at Dell.SupportOnline.Cache.DistributedCacheProvider.SetAsync[TItem](String cacheRegion, String cacheKey, TItem value, CacheEntryOptions cacheItemOptions) ",StackExchange.Redis.RedisServerException,
