Column1,timestamp8601,@message,cf_app_name,level,Info
11024,"June 17th 2020, 13:27:36.432","""181.209.233.182,",soitrp,info,181.209.233.182
11026,"June 17th 2020, 13:27:36.374",\x1b[41m\x1b[30mfail\x1b[39m\x1b[22m\x1b[49m: Dell.SupportOnline.Cache.DistributedCacheProvider[0],drivers-ux,info, Dell.SupportOnline.Cache.DistributedCacheProvider[0]
11027,"June 17th 2020, 13:27:36.355",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Hosting.Internal.WebHost[1],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Hosting.Internal.WebHost[1]
11028,"June 17th 2020, 13:27:36.350","""205.237.79.144,",soitrp,info,205.237.79.144
11029,"June 17th 2020, 13:27:36.348","""94.3.136.61,",soitrp,info,94.3.136.61
11030,"June 17th 2020, 13:27:36.314","""186.77.138.217,",soitrp,info,186.77.138.217
11031,"June 17th 2020, 13:27:36.301","""170.115.248.25,",soitrp,info,170.115.248.25
11032,"June 17th 2020, 13:27:36.300","""170.115.248.25,",soitrp,info,170.115.248.25
11033,"June 17th 2020, 13:27:36.300","""66.249.79.10,",soitrp,info,66.249.79.10
11034,"June 17th 2020, 13:27:36.298","""2.90.230.188,",soitrp,info,2.90.230.188
11035,"June 17th 2020, 13:27:36.297",   at Microsoft.AspNetCore.Diagnostics.ExceptionHandlerMiddleware.Invoke(HttpContext context),searchui,info,   at Microsoft.AspNetCore.Diagnostics.ExceptionHandlerMiddleware.Invoke(HttpContext context)
11036,"June 17th 2020, 13:27:36.296",   at Microsoft.AspNetCore.Builder.Extensions.UsePathBaseMiddleware.Invoke(HttpContext context),searchui,info,   at Microsoft.AspNetCore.Builder.Extensions.UsePathBaseMiddleware.Invoke(HttpContext context)
11037,"June 17th 2020, 13:27:36.296",   at Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware.Invoke(HttpContext context),searchui,info,   at Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware.Invoke(HttpContext context)
11038,"June 17th 2020, 13:27:36.295",   at Dell.Identity.WebModule.Core.Middlewares.DaisAuthenticationMiddleware.Invoke(HttpContext context),searchui,info,   at Dell.Identity.WebModule.Core.Middlewares.DaisAuthenticationMiddleware.Invoke(HttpContext context)
11039,"June 17th 2020, 13:27:36.295",   at Microsoft.AspNetCore.Builder.Extensions.MapWhenMiddleware.Invoke(HttpContext context),searchui,info,   at Microsoft.AspNetCore.Builder.Extensions.MapWhenMiddleware.Invoke(HttpContext context)
11040,"June 17th 2020, 13:27:36.295",   at Microsoft.AspNetCore.Cors.Infrastructure.CorsMiddleware.Invoke(HttpContext context),searchui,info,   at Microsoft.AspNetCore.Cors.Infrastructure.CorsMiddleware.Invoke(HttpContext context)
11041,"June 17th 2020, 13:27:36.294",   at Microsoft.AspNetCore.Cors.Infrastructure.CorsMiddleware.Invoke(HttpContext context),searchui,info,   at Microsoft.AspNetCore.Cors.Infrastructure.CorsMiddleware.Invoke(HttpContext context)
11042,"June 17th 2020, 13:27:36.294",   at Dell.SupportOnline.Common.Middleware.SecurityHeadersMiddleware.InvokeAsync(HttpContext httpContext),searchui,info,   at Dell.SupportOnline.Common.Middleware.SecurityHeadersMiddleware.InvokeAsync(HttpContext httpContext)
11043,"June 17th 2020, 13:27:36.293",   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.Rethrow(ResourceExecutedContext context),searchui,info,   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.Rethrow(ResourceExecutedContext context)
11044,"June 17th 2020, 13:27:36.293","""66.249.79.52,",soitrp,info,66.249.79.52
11045,"June 17th 2020, 13:27:36.293","""144.15.255.227,",soitrp,info,144.15.255.227
11046,"June 17th 2020, 13:27:36.293",   at Microsoft.AspNetCore.Builder.RouterMiddleware.Invoke(HttpContext httpContext),searchui,info,   at Microsoft.AspNetCore.Builder.RouterMiddleware.Invoke(HttpContext httpContext)
11047,"June 17th 2020, 13:27:36.293",   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.InvokeFilterPipelineAsync(),searchui,info,   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.InvokeFilterPipelineAsync()
11048,"June 17th 2020, 13:27:36.293","""172.93.14.98,",soitrp,info,172.93.14.98
11049,"June 17th 2020, 13:27:36.293",   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.InvokeAsync(),searchui,info,   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.InvokeAsync()
11050,"June 17th 2020, 13:27:36.293",   at Dell.SupportOnline.Web.Middleware.RequestValidationModule.Invoke(HttpContext httpContext),searchui,info,   at Dell.SupportOnline.Web.Middleware.RequestValidationModule.Invoke(HttpContext httpContext)
11051,"June 17th 2020, 13:27:36.293","   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.Next(State& next, Scope& scope, Object& state, Boolean& isCompleted)",searchui,info,"   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.Next(State& next, Scope& scope, Object& state, Boolean& isCompleted)"
11052,"June 17th 2020, 13:27:36.293","""173.216.157.201,",soitrp,info,173.216.157.201
11053,"June 17th 2020, 13:27:36.292",   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.InvokeNextResourceFilter(),searchui,info,   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.InvokeNextResourceFilter()
11054,"June 17th 2020, 13:27:36.292","   at Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker.Next(State& next, Scope& scope, Object& state, Boolean& isCompleted)",searchui,info,"   at Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker.Next(State& next, Scope& scope, Object& state, Boolean& isCompleted)"
11055,"June 17th 2020, 13:27:36.292","""24.61.181.93,",soitrp,info,24.61.181.93
11056,"June 17th 2020, 13:27:36.292",   at Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker.InvokeInnerFilterAsync(),searchui,info,   at Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker.InvokeInnerFilterAsync()
11057,"June 17th 2020, 13:27:36.291","   at Microsoft.AspNetCore.Mvc.Internal.ActionMethodExecutor.AwaitableObjectResultExecutor.Execute(IActionResultTypeMapper mapper, ObjectMethodExecutor executor, Object controller, Object[] arguments)",searchui,info,"   at Microsoft.AspNetCore.Mvc.Internal.ActionMethodExecutor.AwaitableObjectResultExecutor.Execute(IActionResultTypeMapper mapper, ObjectMethodExecutor executor, Object controller, Object[] arguments)"
11058,"June 17th 2020, 13:27:36.291",   at Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker.InvokeNextActionFilterAsync(),searchui,info,   at Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker.InvokeNextActionFilterAsync()
11059,"June 17th 2020, 13:27:36.291",   at Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker.InvokeActionMethodAsync(),searchui,info,   at Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker.InvokeActionMethodAsync()
11060,"June 17th 2020, 13:27:36.291",   at Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker.Rethrow(ActionExecutedContext context),searchui,info,   at Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker.Rethrow(ActionExecutedContext context)
11061,"June 17th 2020, 13:27:36.290","   at lambda_method(Closure , Object )",searchui,info,"   at lambda_method(Closure , Object )"
11062,"June 17th 2020, 13:27:36.290","   at Dell.Support.Search.Web.Controllers.ProductsController.GetProductDetails(String ids, String c, String l, String appId) in /builds/services/esupport/search/ux/search/src/Dell.Support.Search.Web/Controllers/ProductsController.cs:line 58",searchui,info,"   at Dell.Support.Search.Web.Controllers.ProductsController.GetProductDetails(String ids, String c, String l, String appId) in /builds/services/esupport/search/ux/search/src/Dell.Support.Search.Web/Controllers/ProductsController.cs:line 58"
11063,"June 17th 2020, 13:27:36.289",      An unhandled exception has occurred while executing the request.,searchui,info,      An unhandled exception has occurred while executing the request.
11064,"June 17th 2020, 13:27:36.289",System.Exception: Exception of type 'System.Exception' was thrown.,searchui,info,System.Exception: Exception of type 'System.Exception' was thrown.
11065,"June 17th 2020, 13:27:36.287","""114.119.165.146,",soitrp,info,114.119.165.146
11066,"June 17th 2020, 13:27:36.284","""",Support-Client,info,""""
11068,"June 17th 2020, 13:27:36.284","""",Support-Client,info,""""
11069,"June 17th 2020, 13:27:36.281","""95.90.219.123,",soitrp,info,95.90.219.123
11070,"June 17th 2020, 13:27:36.272","""181.209.195.33,",soitrp,info,181.209.195.33
11071,"June 17th 2020, 13:27:36.245","""95.70.147.51,",soitrp,info,95.70.147.51
11072,"June 17th 2020, 13:27:36.240","""73.111.184.55,",soitrp,info,73.111.184.55
11073,"June 17th 2020, 13:27:36.240","""181.209.233.182,",soitrp,info,181.209.233.182
11074,"June 17th 2020, 13:27:36.240","""91.14.245.132,",soitrp,info,91.14.245.132
11075,"June 17th 2020, 13:27:36.238","""73.111.184.55,",soitrp,info,73.111.184.55
11076,"June 17th 2020, 13:27:36.161","""46.89.181.225,",soitrp,info,46.89.181.225
11077,"June 17th 2020, 13:27:36.161","""24.69.166.128,",soitrp,info,24.69.166.128
11078,"June 17th 2020, 13:27:36.142","""176.114.240.35,",soitrp,info,176.114.240.35
11079,"June 17th 2020, 13:27:36.142","""111.206.198.39,",soitrp,info,111.206.198.39
11080,"June 17th 2020, 13:27:36.116",      Request finished in 2.0846ms 200 application/json; charset=utf-8,SupportOnlineSecureUrlApi,info,      Request finished in 2.0846ms 200 application/json; charset=utf-8
11081,"June 17th 2020, 13:27:36.115",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Hosting.Internal.WebHost[2],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Hosting.Internal.WebHost[2]
11082,"June 17th 2020, 13:27:36.112",      Executed action Dell.SupportOnline.SecureUrl.Controllers.SecureUrlController.Post (Dell.SupportOnline.SecureUrl) in 0.6093ms,SupportOnlineSecureUrlApi,info,      Executed action Dell.SupportOnline.SecureUrl.Controllers.SecureUrlController.Post (Dell.SupportOnline.SecureUrl) in 0.6093ms
11083,"June 17th 2020, 13:27:36.112",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[2],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[2]
11084,"June 17th 2020, 13:27:36.111","      Executing ObjectResult, writing value of type 'Dell.SupportOnline.SecureUrl.Utilities.Envelope`1[[System.Collections.Generic.List`1[[Dell.SupportOnline.SecureUrl.Model.Response, Dell.SupportOnline.SecureUrl, Version=1.1.121.383, Culture=neutral, PublicKeyToken=null]], System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]'.",SupportOnlineSecureUrlApi,info,"      Executing ObjectResult, writing value of type 'Dell.SupportOnline.SecureUrl.Utilities.Envelope`1[[System.Collections.Generic.List`1[[Dell.SupportOnline.SecureUrl.Model.Response, Dell.SupportOnline.SecureUrl, Version=1.1.121.383, Culture=neutral, PublicKeyToken=null]], System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]'."
11085,"June 17th 2020, 13:27:36.110",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[2],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[2]
11086,"June 17th 2020, 13:27:36.110","      Executed action method Dell.SupportOnline.SecureUrl.Controllers.SecureUrlController.Post (Dell.SupportOnline.SecureUrl), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 0.1639ms.",SupportOnlineSecureUrlApi,info,"      Executed action method Dell.SupportOnline.SecureUrl.Controllers.SecureUrlController.Post (Dell.SupportOnline.SecureUrl), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 0.1639ms."
11087,"June 17th 2020, 13:27:36.110",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor[1],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor[1]
11088,"June 17th 2020, 13:27:36.109",      Authorization was successful.,SupportOnlineSecureUrlApi,info,      Authorization was successful.
11089,"June 17th 2020, 13:27:36.109",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Authorization.DefaultAuthorizationService[1],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Authorization.DefaultAuthorizationService[1]
11090,"June 17th 2020, 13:27:36.109",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[1],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[1]
11091,"June 17th 2020, 13:27:36.109",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Hosting.Internal.WebHost[1],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Hosting.Internal.WebHost[1]
11092,"June 17th 2020, 13:27:36.109",      Executing action method Dell.SupportOnline.SecureUrl.Controllers.SecureUrlController.Post (Dell.SupportOnline.SecureUrl) with arguments (Dell.SupportOnline.SecureUrl.Model.SecureUrlRequest) - Validation state: Valid,SupportOnlineSecureUrlApi,info,      Executing action method Dell.SupportOnline.SecureUrl.Controllers.SecureUrlController.Post (Dell.SupportOnline.SecureUrl) with arguments (Dell.SupportOnline.SecureUrl.Model.SecureUrlRequest) - Validation state: Valid
11093,"June 17th 2020, 13:27:36.107",      Request starting HTTP/1.1 POST http://supportonlinesecureurlapi.ausvpc.pcf.dell.com/api/secureurl application/json; charset=utf-8 166,SupportOnlineSecureUrlApi,info,      Request starting HTTP/1.1 POST http://supportonlinesecureurlapi.ausvpc.pcf.dell.com/api/secureurl application/json; charset=utf-8 166
11094,"June 17th 2020, 13:27:36.107","""",SupportOnlineSecureUrlApi,info,""""
11095,"June 17th 2020, 13:27:36.107",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Hosting.Internal.WebHost[1],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Hosting.Internal.WebHost[1]
11096,"June 17th 2020, 13:27:36.107",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[1],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[1]
11097,"June 17th 2020, 13:27:36.106",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Hosting.Internal.WebHost[1],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Hosting.Internal.WebHost[1]
11098,"June 17th 2020, 13:27:36.087","""209.128.15.10,",soitrp,info,209.128.15.10
11100,"June 17th 2020, 13:27:36.080","""",Support-Client,info,""""
11102,"June 17th 2020, 13:27:36.056",\x1b[41m\x1b[30mfail\x1b[39m\x1b[22m\x1b[49m: Dell.Support.Product.Search.Api.Controllers.CatalogController[0],ProductSelectorApi,info, Dell.Support.Product.Search.Api.Controllers.CatalogController[0]
11103,"June 17th 2020, 13:27:36.037","""201.71.12.214,",soitrp,info,201.71.12.214
11104,"June 17th 2020, 13:27:36.037","""177.47.115.78,",soitrp,info,177.47.115.78
11106,"June 17th 2020, 13:27:35.945","""10.134.129.34,",soitrp,info,10.134.129.34
11107,"June 17th 2020, 13:27:35.945","""5.64.2.147,",soitrp,info,5.64.2.147
11109,"June 17th 2020, 13:27:35.881","""",Support-Client,info,""""
11110,"June 17th 2020, 13:27:35.878",   at Microsoft.AspNetCore.Diagnostics.ExceptionHandlerMiddleware.Invoke(HttpContext context),searchui,info,   at Microsoft.AspNetCore.Diagnostics.ExceptionHandlerMiddleware.Invoke(HttpContext context)
11111,"June 17th 2020, 13:27:35.876",   at Microsoft.AspNetCore.Builder.Extensions.UsePathBaseMiddleware.Invoke(HttpContext context),searchui,info,   at Microsoft.AspNetCore.Builder.Extensions.UsePathBaseMiddleware.Invoke(HttpContext context)
11112,"June 17th 2020, 13:27:35.875",   at Dell.Identity.WebModule.Core.Middlewares.DaisAuthenticationMiddleware.Invoke(HttpContext context),searchui,info,   at Dell.Identity.WebModule.Core.Middlewares.DaisAuthenticationMiddleware.Invoke(HttpContext context)
11113,"June 17th 2020, 13:27:35.875",   at Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware.Invoke(HttpContext context),searchui,info,   at Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware.Invoke(HttpContext context)
11114,"June 17th 2020, 13:27:35.875",   at Microsoft.AspNetCore.Builder.Extensions.MapWhenMiddleware.Invoke(HttpContext context),searchui,info,   at Microsoft.AspNetCore.Builder.Extensions.MapWhenMiddleware.Invoke(HttpContext context)
11115,"June 17th 2020, 13:27:35.875",   at Microsoft.AspNetCore.Cors.Infrastructure.CorsMiddleware.Invoke(HttpContext context),searchui,info,   at Microsoft.AspNetCore.Cors.Infrastructure.CorsMiddleware.Invoke(HttpContext context)
11116,"June 17th 2020, 13:27:35.875",   at Microsoft.AspNetCore.Cors.Infrastructure.CorsMiddleware.Invoke(HttpContext context),searchui,info,   at Microsoft.AspNetCore.Cors.Infrastructure.CorsMiddleware.Invoke(HttpContext context)
11117,"June 17th 2020, 13:27:35.874",   at Dell.SupportOnline.Common.Middleware.SecurityHeadersMiddleware.InvokeAsync(HttpContext httpContext),searchui,info,   at Dell.SupportOnline.Common.Middleware.SecurityHeadersMiddleware.InvokeAsync(HttpContext httpContext)
11118,"June 17th 2020, 13:27:35.874",   at Dell.SupportOnline.Web.Middleware.RequestValidationModule.Invoke(HttpContext httpContext),searchui,info,   at Dell.SupportOnline.Web.Middleware.RequestValidationModule.Invoke(HttpContext httpContext)
11119,"June 17th 2020, 13:27:35.872","""66.249.79.36,",soitrp,info,66.249.79.36
11120,"June 17th 2020, 13:27:35.872",   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.InvokeAsync(),searchui,info,   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.InvokeAsync()
11121,"June 17th 2020, 13:27:35.872",   at Microsoft.AspNetCore.Builder.RouterMiddleware.Invoke(HttpContext httpContext),searchui,info,   at Microsoft.AspNetCore.Builder.RouterMiddleware.Invoke(HttpContext httpContext)
11122,"June 17th 2020, 13:27:35.872",   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.InvokeFilterPipelineAsync(),searchui,info,   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.InvokeFilterPipelineAsync()
11123,"June 17th 2020, 13:27:35.870","""176.114.240.35,",soitrp,info,176.114.240.35
11124,"June 17th 2020, 13:27:35.870",   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.Rethrow(ResourceExecutedContext context),searchui,info,   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.Rethrow(ResourceExecutedContext context)
11125,"June 17th 2020, 13:27:35.870","   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.Next(State& next, Scope& scope, Object& state, Boolean& isCompleted)",searchui,info,"   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.Next(State& next, Scope& scope, Object& state, Boolean& isCompleted)"
11126,"June 17th 2020, 13:27:35.868",   at Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker.InvokeInnerFilterAsync(),searchui,info,   at Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker.InvokeInnerFilterAsync()
11127,"June 17th 2020, 13:27:35.868",   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.InvokeNextResourceFilter(),searchui,info,   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.InvokeNextResourceFilter()
11128,"June 17th 2020, 13:27:35.866",   at Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker.Rethrow(ActionExecutedContext context),searchui,info,   at Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker.Rethrow(ActionExecutedContext context)
11129,"June 17th 2020, 13:27:35.866",   at Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker.InvokeNextActionFilterAsync(),searchui,info,   at Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker.InvokeNextActionFilterAsync()
11130,"June 17th 2020, 13:27:35.866","   at Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker.Next(State& next, Scope& scope, Object& state, Boolean& isCompleted)",searchui,info,"   at Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker.Next(State& next, Scope& scope, Object& state, Boolean& isCompleted)"
11131,"June 17th 2020, 13:27:35.862",   at Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker.InvokeActionMethodAsync(),searchui,info,   at Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker.InvokeActionMethodAsync()
11132,"June 17th 2020, 13:27:35.861","   at Microsoft.AspNetCore.Mvc.Internal.ActionMethodExecutor.AwaitableObjectResultExecutor.Execute(IActionResultTypeMapper mapper, ObjectMethodExecutor executor, Object controller, Object[] arguments)",searchui,info,"   at Microsoft.AspNetCore.Mvc.Internal.ActionMethodExecutor.AwaitableObjectResultExecutor.Execute(IActionResultTypeMapper mapper, ObjectMethodExecutor executor, Object controller, Object[] arguments)"
11133,"June 17th 2020, 13:27:35.861","   at lambda_method(Closure , Object )",searchui,info,"   at lambda_method(Closure , Object )"
11134,"June 17th 2020, 13:27:35.860","   at Dell.Support.Search.Web.Controllers.ProductsController.GetProductDetails(String ids, String c, String l, String appId) in /builds/services/esupport/search/ux/search/src/Dell.Support.Search.Web/Controllers/ProductsController.cs:line 58",searchui,info,"   at Dell.Support.Search.Web.Controllers.ProductsController.GetProductDetails(String ids, String c, String l, String appId) in /builds/services/esupport/search/ux/search/src/Dell.Support.Search.Web/Controllers/ProductsController.cs:line 58"
11135,"June 17th 2020, 13:27:35.858",System.Exception: Exception of type 'System.Exception' was thrown.,searchui,info,System.Exception: Exception of type 'System.Exception' was thrown.
11136,"June 17th 2020, 13:27:35.857",      An unhandled exception has occurred while executing the request.,searchui,info,      An unhandled exception has occurred while executing the request.
11137,"June 17th 2020, 13:27:35.829","""",Support-Client,info,""""
11139,"June 17th 2020, 13:27:35.816","""",Support-Client,info,""""
11141,"June 17th 2020, 13:27:35.813","""",Support-Client,info,""""
11144,"June 17th 2020, 13:27:35.671","""",Support-Client,info,""""
11145,"June 17th 2020, 13:27:35.648","""172.20.135.243",staticcdn-prod,info,"""172.20.135.243"
11147,"June 17th 2020, 13:27:35.624","""",Support-Client,info,""""
11150,"June 17th 2020, 13:27:35.619","""",Support-Client,info,""""
11151,"June 17th 2020, 13:27:35.552","""50.206.68.247,",soitrp,info,50.206.68.247
11152,"June 17th 2020, 13:27:35.552","""111.206.198.28,",soitrp,info,111.206.198.28
11153,"June 17th 2020, 13:27:35.541","""58.73.69.189,",soitrp,info,58.73.69.189
11154,"June 17th 2020, 13:27:35.521","""2a02:214c:8432:2e00:c8cf:1b2e:b028:bc00,",soitrp,info,2a02:214c:8432:2e00:c8cf:1b2e:b028:bc00
11155,"June 17th 2020, 13:27:35.519","""189.81.187.53,",soitrp,info,189.81.187.53
11156,"June 17th 2020, 13:27:35.518","""143.166.224.244,",staticcdn-prod,info,143.166.224.244
11157,"June 17th 2020, 13:27:35.509","""",Support-Client,info,""""
11159,"June 17th 2020, 13:27:35.478","""188.70.28.25,",soitrp,info,188.70.28.25
11160,"June 17th 2020, 13:27:35.478","""216.120.209.110,",soitrp,info,216.120.209.110
11161,"June 17th 2020, 13:27:35.475","""108.52.100.133,",soitrp,info,108.52.100.133
11163,"June 17th 2020, 13:27:35.449","""",Support-Client,info,""""
11165,"June 17th 2020, 13:27:35.447","""",Support-Client,info,""""
11167,"June 17th 2020, 13:27:35.330","""104.63.201.63,",soitrp,info,104.63.201.63
11168,"June 17th 2020, 13:27:35.312","""109.177.189.40,",soitrp,info,109.177.189.40
11169,"June 17th 2020, 13:27:35.312","""168.61.210.13,",soitrp,info,168.61.210.13
11170,"June 17th 2020, 13:27:35.287","""",Support-Client,info,""""
11172,"June 17th 2020, 13:27:35.220",\x1b[41m\x1b[30mfail\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Diagnostics.ExceptionHandlerMiddleware[1],searchui,info, Microsoft.AspNetCore.Diagnostics.ExceptionHandlerMiddleware[1]
11173,"June 17th 2020, 13:27:35.171","""188.70.28.25,",soitrp,info,188.70.28.25
11174,"June 17th 2020, 13:27:35.150",   at Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware.Invoke(HttpContext context),searchui,info,   at Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware.Invoke(HttpContext context)
11175,"June 17th 2020, 13:27:35.150",   at Microsoft.AspNetCore.Diagnostics.ExceptionHandlerMiddleware.Invoke(HttpContext context),searchui,info,   at Microsoft.AspNetCore.Diagnostics.ExceptionHandlerMiddleware.Invoke(HttpContext context)
11176,"June 17th 2020, 13:27:35.150",   at Microsoft.AspNetCore.Builder.Extensions.UsePathBaseMiddleware.Invoke(HttpContext context),searchui,info,   at Microsoft.AspNetCore.Builder.Extensions.UsePathBaseMiddleware.Invoke(HttpContext context)
11177,"June 17th 2020, 13:27:35.143",   at Microsoft.AspNetCore.Cors.Infrastructure.CorsMiddleware.Invoke(HttpContext context),searchui,info,   at Microsoft.AspNetCore.Cors.Infrastructure.CorsMiddleware.Invoke(HttpContext context)
11178,"June 17th 2020, 13:27:35.143",   at Dell.Identity.WebModule.Core.Middlewares.DaisAuthenticationMiddleware.Invoke(HttpContext context),searchui,info,   at Dell.Identity.WebModule.Core.Middlewares.DaisAuthenticationMiddleware.Invoke(HttpContext context)
11179,"June 17th 2020, 13:27:35.137",   at Microsoft.AspNetCore.Builder.Extensions.MapWhenMiddleware.Invoke(HttpContext context),searchui,info,   at Microsoft.AspNetCore.Builder.Extensions.MapWhenMiddleware.Invoke(HttpContext context)
11180,"June 17th 2020, 13:27:35.136",   at Microsoft.AspNetCore.Cors.Infrastructure.CorsMiddleware.Invoke(HttpContext context),searchui,info,   at Microsoft.AspNetCore.Cors.Infrastructure.CorsMiddleware.Invoke(HttpContext context)
11181,"June 17th 2020, 13:27:35.135",   at Dell.SupportOnline.Common.Middleware.SecurityHeadersMiddleware.InvokeAsync(HttpContext httpContext),searchui,info,   at Dell.SupportOnline.Common.Middleware.SecurityHeadersMiddleware.InvokeAsync(HttpContext httpContext)
11182,"June 17th 2020, 13:27:35.133",   at Dell.SupportOnline.Web.Middleware.RequestValidationModule.Invoke(HttpContext httpContext),searchui,info,   at Dell.SupportOnline.Web.Middleware.RequestValidationModule.Invoke(HttpContext httpContext)
11183,"June 17th 2020, 13:27:35.132",   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.InvokeFilterPipelineAsync(),searchui,info,   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.InvokeFilterPipelineAsync()
11184,"June 17th 2020, 13:27:35.132",   at Microsoft.AspNetCore.Builder.RouterMiddleware.Invoke(HttpContext httpContext),searchui,info,   at Microsoft.AspNetCore.Builder.RouterMiddleware.Invoke(HttpContext httpContext)
11185,"June 17th 2020, 13:27:35.132",   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.InvokeAsync(),searchui,info,   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.InvokeAsync()
